id	classId	choicePrereqId	name	lvlReq	spellId	featId	description
628	3	95	Lightning Lord (sp)	8	NULL	NULL	You can call down a number of bolts of lightning per day to your cleric level. You can call down as many bolts as you want with a single standard action, but no creature can be the target of more than one bolt and no two targets can be more than 30 feet apart. This ability otherwise functions as the Call Lightning spell.
629	3	95	Obscuring Mist spell	1	320	NULL	Your domain has granted you the Obscuring Mist spell
630	3	95	Fog Cloud spell	2	689	NULL	Your domain has granted you the Fog Cloud spell
631	3	95	Call Lightning spell	3	1120	NULL	Your domain has granted you the Call Lightning spell
632	3	95	Sleet Storm spell	4	1485	NULL	Your domain has granted you the Sleet Storm spell
633	3	95	Ice Storm spell	5	1800	NULL	Your domain has granted you the Ice Storm spell
634	3	95	Control Winds spell	6	2084	NULL	Your domain has granted you the Control Winds spell
635	3	95	Control Weather spell	7	2644	NULL	Your domain has granted you the Control Weather spell
636	3	95	Whirlwind spell	8	4895	NULL	Your domain has granted you the Whirlwind spell
637	3	95	Storm of Vengeance spell	9	4969	NULL	Your domain has granted you the Storm of Vengeance spell
638	1	NULL	Bardic Performance: Countersong (su)	1	NULL	NULL	You can use your performance to counter magic effects that depend on sound (but not spells that have verbal components). Each round of the countersong you must make a Perform (keyboard, percussion, wind, string, or sing) skill check. Any creature within 30 feet of the bard (including the bard) that is affected by a sonic or language-dependent magical attack may use the Bard's Perform check result in place of their own saving throw if, after the saving throw is rolled, the Perform check result is higher.If a creature within range of the countersong is already under the effect of a noninstantaneous sonic or language-dependent magical attack, they gain another saving throw against the effect each round it hears the countersong, but they must use the Bard's Perform check result for the save. This does not work on effects that don't allow saves. Relies on audible components.
639	1	NULL	Bardic Performance: Distraction (su)	1	NULL	NULL	You can use your performance to counter magic effects that depend on sight. Each round of the distraction you must make a Perform (act, comedy, dance, or oratory) skill check. Any creature within 30 feet of the bard (including the bard) that is affected by a illusion (pattern) or illusion (figment) magical attack may use the Bard's Perform check result in place of their own saving throw if, after the saving throw is rolled, the Perform check result is higher.If a creature within range of the distraction is already under the effect of a noninstantaneous illusion (pattern) or illusion (figment) magical attack, they gain another saving throw against the effect each round it sees the distraction, but they must use the Bard's Perform check result for the save. This does not work on effects that don't allow saves. Relies on visual components.
640	1	NULL	Bardic Performance: Fascinate (su)	1	NULL	NULL	You can use your performance to cause one or more creatures to become fascinated with you. Each creature to be fascinated must be within 90 feet, able to see and hear you, and capable of paying attention to you. You must also be able to see the creatures affected. The Distraction of a nearby combat or other dangers prevents the ability from working. For every three levels you have attained beyond 1st, you can target one additional creature with this ability. Each creature within range receives a Will save (DC 10 + 1/2 your bard level + your Cha modifier) to negate the effect. If a creature's saving throw succeeds, you cannot attempt to fascinate that creature again for 24 hours. If its saving throw fails, the creature sits quietly and observes the performance for as long as you continues to maintain it. While fascinated, a target takes a -4 penalty on skill checks made as reactions, such as Perception checks. Any potential threat to the target allows the target to make a new saving throw against the effect. Any obvious threat, such as someone drawing a weapon, casting a spell, or aiming a weapon at the target, automatically breaks the effect. Fascinate is an enchantment (compulsion), mind-affecting ability. Relies on audible and visual components.
641	1	NULL	Bardic Performance: Inspire Courage (su)	1	NULL	NULL	You can use your performance to inspire courage in your allies (including yourself), bolstering them against fear and improving their combat abilities. To be affected, an ally must be able to perceive your performance. An affected ally receives a +1 morale bonus on saving throws against charm and fear effects and a +1 competence bonus on attack and weapon damage rolls. At 5th level, and every six bard levels thereafter, this bonus increases by +1, to a maximum of +4 at 17th level. Inspire courage is a mind-affecting ability. Inspire courage can use audible or visual components, You must choose which component to use when starting his performance.
642	1	NULL	Bardic Performance: Inspire Competence (su)	3	NULL	NULL	You can use your performance to help an ally succeed at a task. The ally must be within 30 feet and able to see and hear you. The ally gets a +2 competence bonus on skill checks with a particular skill as long as they continue to hear the performance. This bonus increases by +1 for every four levels you have attained beyond 3rd (+3 at 7th, +4 at 11th, +5 at 15th, and +6 at 19th). Certain uses of this ability are infeasible, such as Stealth, and may be disallowed at the GM's discretion. You can't inspire competence in yourself. Relies on audible components.
643	1	NULL	Bardic Performance: Suggestion (su)	6	NULL	NULL	You can use your performance to make a suggestion (as per the spell) to a creature that you have already fascinated (see above). Using this ability does not disrupt the fascinate effect, but it does require a standard action to activate (in addition to the free action to continue the fascinate effect). You can use this ability more than once against an individual creature during an individual performance. A Will saving throw (DC 10 + 1/2 your bard level + your Cha modifier) negates the effect. This ability affects only a single creature (but see mass suggestion, below). Suggestion is an enchantment (compulsion), mind-affecting, language-dependent ability and relies on audible components.
644	1	NULL	Bardic Performance: Dirge of Doom (su)	8	NULL	NULL	You can use your performance to foster a sense of growing dread in your enemies, causing them to take become shaken. To be affected, an enemy must be within 30 feet and able to see and hear your performance. The effect persists for as long as the enemy is within 30 feet and you continue the performance. The performance cannot cause a creature to become frightened or panicked, even if the targets are already shaken from another effect. Dirge of doom is a mind-affecting fear effect, and it relies on audible and visual components.
645	1	NULL	Bardic Performance: Inspire Greatness (su)	9	NULL	NULL	You can use your performance to inspire greatness in yourself or a single willing ally within 30 feet, granting extra fighting capability. For every three levels you attain beyond 9th, you can target one additional ally while using this performance (up to a maximum of four at 18th level). To inspire greatness, all of the targets must be able to see and hear you. A creature inspired with greatness gains 2 bonus Hit Dice (d10s), the commensurate number of temporary hit points (apply the target's Constitution modifier, if any, to these bonus Hit Dice), a +2 competence bonus on attack rolls, and a +1 competence bonus on Fortitude saves. The bonus Hit Dice count as regular Hit Dice for determining the effect of spells that are Hit Dice dependent. Inspire greatness is a mind-affecting ability and it relies on audible and visual components.
646	1	NULL	Bardic Performance: Soothing Performance (su)	12	NULL	NULL	You can use your performance to create an effect equivalent to the mass cure serious wounds, using your bard level as the caster level. In addition, this performance removes the fatigued, sickened, and shaken condition from all those affected. Using this ability requires 4 rounds of continuous performance, and the targets must be able to see and hear you throughout the performance. Soothing performance relies on audible and visual components.
647	1	NULL	Bardic Performance: Frightening Tune (su)	14	NULL	NULL	You can use your performance to cause fear in his enemies. To be affected, an enemy must be able to hear you perform and be within 30 feet. Each enemy within range receives a Will save (DC 10 + 1/2 your bard level + your Cha modifier) to negate the effect. If the save succeeds, the creature is immune to this ability for 24 hours. If the save fails, the target becomes frightened and flees for as long as the target can hear your performance. Frightening tune relies on audible components.
648	1	NULL	Bardic Performance: Inspire Heroics (su)	15	NULL	NULL	You can use your performance to inspire tremendous heroism in yourself or a single ally within 30 feet. For every three bard levels you attain beyond 15th, you can inspire heroics in one additional creature. To inspire heroics, all of the targets must be able to see and hear you. Inspired creatures gain a +4 morale bonus on saving throws and a +4 dodge bonus to AC. The effect lasts for as long as the targets are able to witness the performance. Inspire heroics is a mind-affecting ability that relies on audible and visual components.
649	1	NULL	Bardic Performance: Mass Suggestion (su)	18	NULL	NULL	This ability functions just like Bardic Performance: Suggestion, but allows you to make a suggestion simultaneously to any number of creatures that you have already fascinated. Mass suggestion is an enchantment (compulsion), mind-affecting, language dependent ability that relies on audible components.
650	1	NULL	Bardic Performance: Deadly Performance (su)	20	NULL	NULL	You can use your performance to cause one enemy to die from joy or sorrow. To be affected, the target must be able to see and hear you perform for 1 full round and be within 30 feet. The target receives a Will save (DC 10 + 1/2 your bard level + your Cha modifier) to negate the effect. If a creature's saving throw succeeds, the target is staggered for 1d4 rounds, and you cannot use deadly performance on that creature again for 24 hours. If a creature's saving throw fails, it dies. Deadly performance is a mind-effecting death effect that relies on audible and visual components.
